scientificName	cont_trait_0	cat_trait_0
T0	0.4635174280677562	1
T1	-0.6773955270505471	1
T2	-0.5758116812095169	1
T3	-0.14228244187676461	1
T4	-0.8040589314593976	0
T5	-0.1084912929559111	1
T6	-0.03768735075311885	0
T7	0.677932199209169	0
T8	-0.17338123866455746	0
T9	-0.10159861612140496	0
T10	-0.3969550874116978	0
T12	-0.19129939049881697	0
T13	-0.5951591130702096	0
T14	-0.820831417510737	0
T15	-0.8390462363313851	0
T16	0.4199184917783638	1
T17	-0.9958265431876974	0
T18	0.5197879721043493	0
T19	1.2788054838672835	0
T20	-0.2896608872434878	0
T21	0.8743503252800887	0
T23	-1.6147299202028669	0
T24	-0.016208877236173314	0
T25	0.9443365295832477	0
T28	0.49427212496459305	1
T29	-0.49531547844927504	0
T30	-0.041337396076354796	0
T31	1.3873341559489625	0
T32	1.0344668590305932	0
T33	-1.2826781649987975	0
T34	-1.282625943187508	0
T35	-0.02623913983163634	0
T36	0.8455197418423432	0
T37	1.6564183005260977	0
T38	-0.5414806524675765	1
T39	-0.4579207129294966	1
T40	-1.0747274120922212	0
T41	-1.6179328498172019	0
T42	1.0560641044870378	0
T43	-0.6661768389709337	0
T44	0.13767172370022235	1
T45	-0.2026297002045963	1
T46	2.381612663711117	1
T47	1.121118443669382	0
T48	0.4977603976637319	0
T49	-0.9584453712979033	0
T50	-0.8754601701389115	0
T51	0.07134633744914942	0
T52	-0.5988505668102833	1
T53	2.9434020548489275	1
T54	-0.705209255499855	1
T55	-0.5507351226496099	0
T57	-0.7002177011023881	0
T58	-0.8014166633614686	0
T59	1.1382760054165724	0
T60	0.9945765429946869	1
T61	3.633204777961847	1
T63	-0.2542105471375552	1
T64	0.9748117372428107	0
T65	-1.6641526024239983	0
T66	-0.904812621170481	1
T67	-0.2838771669856007	1
T68	1.373410585592961	0
T69	0.13345393710044937	0
T70	-0.983388217673553	0
T71	-1.0480959014461815	1
T73	-0.9448228236961903	1
T75	-1.3129297696223035	0
T77	-0.669097009824167	1
T78	-0.40178017920547116	0
T80	2.11964162881998	0
T81	-0.38095994075907025	1
T82	0.7622820925236352	0
T83	-0.0012326776348143033	1
T84	-1.080487092150178	0
T85	1.0623737629577816	0
T86	-1.208122062257604	0
T88	0.8938477002121048	0
T89	0.3248273401431346	0
T90	-0.4463487151079352	1
T93	2.539174985899563	1
T94	-0.6810288874324261	0
T95	1.088708293626858	0
T97	-0.23769319207472372	1
T98	0.9661933502384996	0
T101	0.3928095138135896	0
T102	2.5299024548107245	1
T104	-0.17370797607932223	1
T105	1.402761001609335	0
T106	0.5032150230687702	0
T107	-0.3238718246586275	1
T108	0.1054536381999911	1
T109	0.22263358600719355	0
T110	-0.060387140398714484	0
T111	0.6746799600903562	0
T112	-1.0193735959510846	1
T114	-0.7090344875091817	1
T115	1.1406780108507573	0
T116	1.3771330793732481	1
T117	0.3484575234186911	0
T118	-0.40381133689593535	0
T121	-0.34928561637344485	1
T123	-2.840986887571036	0
T126	0.926961507033126	0
T127	-0.6826597247005053	1
T128	0.12120940328847314	0
T129	-0.22149160373675	0
T130	-0.2889521712427844	1
T132	-0.620821576692706	0
T134	0.057424749420236156	0
T135	-0.8251190813229203	0
T137	0.8280430543636118	1
T139	-0.5559887546571097	0
T140	1.217081255135477	0
T141	-0.43164361689788344	0
T142	-0.5223620613879506	0
T144	-0.7333248786831824	0
T145	-0.0015875391375600116	0
T146	0.9788301965472039	1
T147	0.6145499466844435	1
T148	-0.989220474990276	0
T150	-0.21684438510324347	1
T151	-1.648079762737176	0
T153	-0.8146375948385992	1
T154	-1.3037573680744077	0
T155	-0.4783739627591386	1
T156	-1.9857121266826874	0
T157	0.5263689736560654	0
T158	-0.09190903682045665	1
T159	-1.0133357365061944	1
T160	0.8547224021950134	0
T161	-0.9035078235392073	1
T162	0.18883696762857688	0
T163	-0.7648897828527665	1
T164	-0.29767801667554444	0
T165	0.2977237813610483	1
T166	0.9601309471016707	0
T167	-1.3220632973224906	0
T168	-0.4115394729835097	1
T169	-1.9258156388451877	0
T170	-0.07850814407337287	0
T171	0.17915985039406102	0
T172	1.193062173683573	0
T173	0.016458295535308236	0
T174	-1.0935483085253193	1
T175	-0.7164874958280909	0
T176	-0.3567038810436847	0
T177	-0.7945129838318604	0
T178	-0.19644856754566442	0
T179	-0.20290671144691189	0
T180	0.7974244209944537	0
T181	-1.0417020699267208	0
T182	-0.8318675046755091	1
T183	-0.35719948615964686	0
T184	-0.016231823726541382	1
T185	-0.38146704057749625	0
T186	-0.2332947680273608	1
T187	-0.23903106604372149	0
T188	0.6556110363077837	0
T189	-0.2793887954516575	0
T190	-1.3418825035700592	1
T191	0.16378515819439748	0
T192	1.0111128425143525	0
T193	0.7188193621010703	0
T194	2.453707838788351	0
T195	-0.06597684732292573	0
T196	-0.8314776622986895	0
T197	-0.41895232433236185	1
T198	-1.0672611225954245	1
T200	-0.3571437163727588	0
T201	-0.45204548043922294	0
T202	-1.1317509944890136	0
T203	2.0718001603173066	0
T204	0.33564705286456886	0
T205	1.7907653970511108	0
T207	0.26598809893570585	0
T208	1.8411404315969349	1
T209	2.019749876296504	0
T210	-0.5402477632099578	1
T211	1.342967603262767	0
T212	-0.8200922629002244	0
T214	0.7878530392802896	1
T215	-0.86893457140171	1
T216	-1.4474082302314457	1
T218	-0.16577941192534545	1
T219	-0.9827143006722938	0
T220	-0.6310752646361986	0
T222	-0.08610177241048772	1
T224	0.5040685521591264	1
T225	-1.033779514067878	1
T226	0.7548892889663128	0
T227	0.19486254266803946	0
T229	-0.40589379657159097	0
T230	0.3089050003607104	0
T231	0.3907556641777668	0
T233	1.94849449119116	0
T236	0.055291751785638665	0
T239	-1.1197306140719445	1
T240	-0.20844048853252867	0
T242	0.2525939541836453	0
T243	0.1500730410257685	0
T247	-1.4221871786677533	0
T251	0.5860565879788779	0
T252	1.6674894195502838	0
T254	1.7972656508412066	0
T256	1.576988284375531	0
