scientificName	cont_trait_0	cat_trait_0
T0	0.39173648703417113	0
T1	0.26460833745821705	0
T3	1.2134356233791657	0
T6	1.87075724365427	0
T7	0.581665211970121	0
T8	0.7370884646048168	0
T9	-0.16722684746065683	0
T11	-0.24986061384406133	0
T12	1.7643981713625683	0
T13	-0.16472865497058733	0
T14	-0.45035384678682966	0
T16	0.16189219089083787	0
T18	2.5357145864847266	0
T19	0.3644144543345003	0
T20	-0.13970486581944275	0
T21	-0.9018112825391319	0
T22	-0.17360088925041647	0
T23	-0.5868636259383938	0
T24	-0.23087565845963035	0
T26	-0.9420655696817375	0
T27	0.18996141785570564	0
T28	0.6487614683043726	0
T29	-0.10697646992079592	0
T31	-0.004310110430194172	0
T33	0.05631996867988004	0
T34	-0.017320493788020738	1
T35	-0.5716797721646509	0
T36	-1.5882409867162388	0
T37	-0.16109860917710275	0
T38	-0.5484305768577608	0
T39	0.5865655103496923	0
T40	0.6510759856285733	0
T43	0.45210529334893895	0
T44	0.6776707672944763	0
T45	-0.2664865656934155	1
T46	-0.7188916991325548	1
T48	-0.6145420594752254	0
T49	0.3785164002753659	0
T50	0.8999582656782197	0
T51	-0.40688006024336565	0
T53	-0.11256149565042518	0
T55	0.22528422308874477	0
T56	0.7875184608512128	1
T57	0.01995366170603893	0
T61	-0.38041677947133623	0
T62	0.7390933704066457	0
T63	-0.06717377990760237	0
T65	0.2855616722575538	0
T66	-1.3422749418526774	0
T67	0.032436248843560805	0
T70	1.367075816941097	0
T71	-0.7913355036238388	1
T72	-0.5412526911533412	1
T74	-1.3345834208447789	1
T76	-0.3396934273984779	0
T77	1.1136494182000978	0
T79	-1.2322707315334356	0
T80	-1.4400333581421025	0
T81	0.399536463997444	0
T82	-1.608659745218949	0
T83	-0.8723028095513496	1
T84	1.691656859469334	0
T85	-0.3361833198972307	1
T88	0.024949597896464382	0
T90	-0.239552264531999	0
T94	-0.125873978177597	0
T96	-0.7312592378038152	0
T98	0.09251945748012598	1
T99	0.31493136619129497	1
T100	0.3386714735980727	0
T102	-0.4521354905455278	0
T103	0.4682906901347711	0
T104	-0.18142321761841787	0
T105	-0.6573669900256085	1
T107	0.2984555437436124	0
T109	1.4158799430487488	0
T112	0.8185199659510431	0
T113	0.05390483030858805	0
T114	0.17056174385602288	0
T115	-0.11483895812291013	0
T116	-0.9458576564745391	1
T117	-0.21740636794413387	0
T118	-2.164192468461159	0
T119	-1.0385596632650138	1
T121	-0.8555206499134851	1
T122	-1.274568277288125	1
T125	0.7203956460957609	0
T126	1.9110667939005006	0
T127	-0.5089983759421629	1
T128	0.7996555143440293	0
T129	-0.18081676905943803	1
T130	-1.355286706247568	0
T131	1.1975457875961182	0
T132	-0.4520333410305531	1
T134	-0.8708700799203972	1
T135	0.12537639222216823	0
T136	0.9613216566306101	0
T137	1.6778615403479553	0
T138	-0.8804094570990426	1
T139	-0.6151888595832911	1
T142	-0.3911157158792287	0
T143	-0.8511218438436933	1
T144	-0.26396405862526723	1
T145	-0.732161090159772	1
T146	0.8396501001235963	1
T147	1.293348293806954	0
T148	0.3803790499140664	1
T150	0.6498239807564746	0
T151	-1.1261570162105863	1
T152	-1.748996673572546	1
T153	-0.9546338711963084	0
T154	-0.3496820860607436	0
T155	-1.1438990018461326	0
T156	-0.9285392436213313	1
T158	-1.037942029993903	0
T159	-0.43745514711936245	0
T160	-0.7819798586668492	1
T162	-0.33284116032379807	1
T164	-0.439025358808648	1
T169	-0.6592945359074898	1
T170	-1.070625205481613	1
T171	-1.0251305284052814	1
T174	2.1944297372566144	1
T175	-0.45962835605666386	0
T176	-1.5467364701033504	0
T178	0.290673771678281	0
T179	-0.23620177775470497	1
T180	-1.1489804341267957	1
T183	-0.5839300346021375	0
T184	-0.9352538789603663	0
T186	1.4129694686581769	1
T187	0.041393402234480695	0
T188	2.380459714575471	1
T190	-0.5322980405944188	0
T191	-0.40427275094358134	1
T192	-0.7720699209057033	0
T193	2.8735070554542217	1
T194	-0.3182638043215544	0
T195	-0.15407340211256548	1
T196	-0.22997973390748727	1
T198	-1.4889965842823913	1
T199	3.137962514115997	1
T200	2.282555144289642	1
T201	-0.22280741417043232	1
T204	2.3386518599015393	0
T205	0.1604847075365883	1
T207	1.0949640964854908	0
T208	2.7313342157314073	1
