scientificName	cont_trait_0	cat_trait_0
T0	-0.06371791621883094	0
T1	-0.05990986223798088	0
T2	0.5465412913317679	0
T3	0.8471591121486189	0
T4	-0.24659276266992217	0
T5	-0.335059232134583	1
T6	1.3687196090988831	0
T7	-1.3938222164343534	1
T8	1.0817078761704562	0
T9	0.2696849108458531	0
T11	1.226167365998464	0
T12	-0.4645312837070933	1
T13	0.15320355997928084	0
T14	-0.08065867196847204	0
T15	1.2671657662220004	0
T16	-1.1214006195610022	1
T17	-0.6834553166290946	1
T18	0.27415323140672515	0
T19	-0.7198429474379766	1
T21	0.6296938931160475	1
T22	1.8613040969884762	0
T23	-0.7619076184933369	0
T24	-0.6923692467042595	1
T25	2.272491701895236	0
T26	0.9320107279002817	0
T27	-0.2898025977738079	0
T28	1.583312965264128	0
T29	0.4773590292084061	0
T31	-1.1626514024435073	1
T32	-0.34713326548893564	0
T33	-1.3878806300610036	0
T34	-0.8589938386955649	1
T35	-0.1976907148598256	0
T36	1.3220140456555622	0
T37	-0.26611354019953976	0
T38	0.3021040076085837	0
T39	-0.6187955464264567	1
T40	-1.1347272190137327	1
T41	-0.6959912067559257	1
T43	0.005355091676536579	1
T44	2.29448222690509	0
T45	0.6940937765934656	0
T46	0.49107373748274397	0
T47	-0.3507115716255645	0
T48	-1.0554452189130863	0
T50	-0.651375457902853	1
T51	-0.4286354204606922	1
T55	0.31213274530262153	1
T56	-0.6639673235163788	1
T57	-1.139264154990993	1
T58	-0.04565278409458312	0
T59	-0.0702221498735935	0
T60	1.1433353539760225	0
T61	1.1496990113404606	1
T63	-1.3750528847609846	0
T64	2.085740749079461	0
T65	1.148908840663532	0
T66	0.2119753860879552	1
T67	-1.4319830274888299	0
T68	-0.41292597596969943	1
T69	-0.4724807816988872	0
T70	-1.1458747347606402	1
T71	0.46892783834298535	0
T72	-0.014623754871318936	0
T73	1.7938434567938177	0
T74	1.1618519474785685	0
T75	0.16702769894260855	0
T76	1.1224352981801422	0
T77	0.030918540436748364	0
T78	-0.40881810592421863	1
T79	1.034227749514751	1
T80	0.16752220598136464	1
T81	-0.4160547294428569	0
T82	-0.45617902834019913	0
T83	3.0214795373754884	0
T84	0.4299847925342747	0
T85	-1.2371145032489164	0
T88	0.5873456072467786	0
T90	-1.098177509223773	0
T91	1.7443223032753206	0
T92	-1.3318831877784232	1
T93	0.019236316628496737	1
T94	1.204548649823156	0
T95	0.84479160261126	0
T96	-1.3823787127011866	1
T97	-1.697196991936792	1
T99	-0.49768655164245545	1
T100	1.1309585611461437	0
T101	1.198214309946723	1
T103	-0.7788685936354772	1
T105	-1.170184968481706	0
T106	-0.8153836072181001	1
T107	0.5317301562167855	0
T108	0.3382874865580335	0
T109	-0.3889907348473089	0
T111	-0.08423265408334252	1
T114	0.18946652991079893	0
T116	-0.3797475381545477	1
T117	-0.5944962393268431	1
T118	-1.1619621837267031	1
T121	0.7637113565703842	0
T122	-0.11696021265434137	0
T123	0.10455392086146009	0
T124	0.10838687705606945	0
T125	-0.5603792561437014	1
T126	-1.3749875457586491	0
T127	-1.046979278855025	1
T128	0.8074914570327736	0
T130	-0.3389485102147613	0
T131	-1.5470270452384656	1
T132	-0.7594656777205268	1
T135	-1.5607788189468337	1
T137	-0.21268042501016277	0
T138	2.3954238964766312	0
T139	-1.6953870012991092	0
T141	-0.5775945691365271	1
T142	-1.549403565847808	1
T143	0.5477226318792492	1
T144	-0.9364346688619181	0
T145	-0.5492066631252122	0
T146	0.2057725895774656	0
T147	0.5871376813063482	0
T149	0.0615135320003874	1
T150	2.3735274829722566	0
T151	1.0695729851915827	1
T152	0.5588396239358727	0
T153	1.3401176279752458	0
T154	-1.9399781329169574	0
T156	0.1741845298254305	0
T157	0.3642799073219638	0
T159	-1.0945849725072676	1
T160	-1.3821624282992484	1
T161	-0.2166033451811162	0
T163	-1.1790065701524433	0
T164	-1.3771822306457806	1
T165	-1.436259024780352	1
T166	0.6321883899545927	0
T167	0.14133009939319663	0
T168	-1.1984701248617906	1
T169	-1.2497727093963784	1
T170	-0.8090639046088002	0
T171	1.0932948622285041	0
T172	-0.30109077648217347	1
T173	-0.09702795946672821	0
T174	1.6535380381728204	0
T175	0.7358334889894385	0
T177	0.9003697874270672	0
T178	0.5549175735907359	0
T179	0.6205812058089377	0
T181	0.19924184728855526	1
T182	0.44606259704329854	0
T186	1.2858190909055853	0
T188	-1.042963671009321	1
T189	-0.7625904179614612	1
T192	0.848522212852978	0
T194	-1.0832421012846547	1
T196	-1.0344909435874434	1
T198	-0.8308237850711927	0
T199	-0.651841968807408	1
T204	1.6688432287789463	0
T206	-0.12289059669709046	0
T207	-0.14901764875852389	1
T208	1.8689309494741493	0
T209	-0.34105655649393385	0
T211	1.3578688158128795	0
T212	-0.6645552485344666	0
T213	0.32876412037354996	1
T217	-0.41459769591984763	0
T218	0.009071681824323967	0
