scientificName	cont_trait_0	cat_trait_0	pvr_0	pvr_1
T0	-1.1045114517156112	0	-0.484941360865581	-0.9838487176573046
T1	0.8203984997628581	0	-0.4896924618434708	-1.0074072747775438
T3	0.072388805007006	0	-0.5113517301486344	-1.5003010714088196
T6	0.49992942370370147	0	-0.4807807586542111	-0.9629423800136832
T7	-0.681380524999974	0	-0.4794283755125579	-0.9563985650567116
T8	-1.8492839663443068	0	-0.4896471487107256	-1.0075290648424349
T9	0.3178898257805667	0	-1.1669705272829278	0.2015065694789209
T10	-1.3230279315084867	0	-0.4813091551540971	-0.9655066561328408
T11	-1.1869815205800323	0	-0.466111044674754	-1.0771595949724118
T12	0.23251330590953917	0	-0.0279953689504486	-0.6475438175295254
T14	-1.5700995003290226	0	-0.4850234020315248	-1.2723774025081276
T16	-0.5722429988461935	0	-0.4609231038236288	-1.098443829416318
T17	-0.03483779268078641	0	-0.4618761769318671	-1.050316917635577
T18	0.045158349134737735	0	-0.4921584375807595	-1.020074273232871
T21	1.6117045475544987	0	-0.4588844592198612	-1.0337012824642935
T22	1.2461600692450874	0	-0.4921402441399626	-1.0199833087099062
T23	-1.6357145291067705	1	-0.4691344451278179	-1.0910649228417832
T24	1.336595234147939	0	-0.4827917168671818	-1.174626472458557
T25	0.5610052412054287	0	0.3528106368095404	-0.3454585382894147
T26	-0.5275011837384184	0	-0.485282164182777	-1.290924026675763
T27	0.2706912846505807	0	-0.4838137785600576	-1.263222472519187
T29	-1.7686584951170259	0	-0.0282409217496273	-0.6614363217566649
T30	-0.3617511721218834	0	-0.5340375119559984	-1.6427586326228236
T32	-0.16808760693785293	0	-0.4926504170842525	-1.3264377345643328
T33	0.10540854526494473	1	-0.4669650613917172	-1.0789004986277224
T34	-0.016815016187421886	1	-0.4749674008414287	-1.1287346405828222
T36	-1.6789560088294242	0	-0.5475249163099519	-1.7927740136357129
T37	-0.9916197412834598	0	0.42686099167907	-0.5074940695064902
T38	-1.9015897062964144	1	-0.4693380642953094	-1.0922070346022628
T39	0.9812275312019667	0	-0.4815308272313621	-1.167186927170834
T41	-0.6051026922398174	0	0.4714472818010308	-0.1869450426206668
T42	-1.350262797394897	0	0.3677936369102969	-0.3267285624860921
T43	0.3760485096176946	0	0.3858528197665384	-0.3023658507394965
T44	-0.5459178805340016	0	-1.3366205490062697	0.5702754277125347
T45	-0.2792501343857178	0	-0.4813164046712446	-1.1659636474055952
T46	-0.23630450235162692	0	-0.5116694783885684	-1.472532052204913
T47	0.4750917765380977	0	0.4741489339847969	-0.183471543981222
T49	-0.3185864595972753	0	0.4882365591348736	-0.1665493325534731
T50	0.6120091147883597	0	-0.4831378447598639	-1.1766585688024849
T52	-0.2807461012150805	1	0.6724752181983423	0.0757899521750028
