scientificName	cont_trait_0	cat_trait_0	pvr_0	pvr_1
T0	0.6338287711199436	0	0.44745801431821536	-1.1578245208296893
T1	0.575018046745842	0	0.44969510191861406	-1.1832724272400588
T3	0.6335990686788701	0	0.4458358588613499	-1.1418099558534236
T4	0.3492857145070589	0	0.4460276838408266	-1.1436930003186951
T5	0.8298930499075239	0	0.8188834459916768	-0.2163114120308888
T7	0.6030046417625533	0	0.43873367713834044	-1.0689398219465067
T8	0.6952538895074858	0	0.4525708531480658	-1.2137420867228457
T9	0.9828098340371936	0	0.4373617935458347	-1.053032525674907
T10	0.9984554668407561	1	0.4393528295194918	-1.0704454953357025
T11	1.2309980399107217	0	0.3392885616813306	-1.2165275618988463
T12	0.4477436066954965	0	0.4555190228285297	-1.2454680059248275
T13	1.2266008389621859	0	0.43402636104344877	-1.0210204885998766
T14	1.0688195277832238	1	0.2758303333482	-1.1538659888543126
T16	0.7107139559826161	1	0.25470512573364684	-1.1482253251552115
T17	1.292091867355012	0	0.4371677499917779	-1.05125003252496
T19	0.8126286185005067	0	0.46265074730600636	-1.3232963130049795
T20	0.7510652838075748	0	0.6013511295330716	-0.6541451512266442
T21	1.1168289313895592	1	0.2748689599013443	-1.1385115999255877
T22	0.2977715039585665	1	0.2027322976631987	-1.181361132567484
T24	0.770736236172349	0	0.4382896644233575	-1.0604631706237724
T26	-0.13244092118587938	1	0.04172788298308184	-1.2976739408261253
T28	-0.3285849890101867	1	-0.061693359436589316	-1.7801827132884864
T29	0.7427708184796696	1	0.7954785112310663	-0.26753571917925656
T30	0.08816164680612208	1	0.014695439064869337	-1.5136340821574574
T31	0.8691026699835331	0	0.8578789143256074	-0.1506683435921773
T32	0.4082402766758707	0	1.067474650018854	0.4032017550246068
T33	-0.6758306981304696	1	-0.9276479559898443	0.0007251698729424425
T34	1.047742723390442	0	0.8694312197743966	-0.1588424702635828
T35	0.8275946446752507	0	0.8681510128205503	-0.15806712156994793
T36	-0.06374382267250532	1	0.016082565772612346	-2.25213985442501
T37	1.1707192447239951	1	0.8764513928738811	-0.1640193952596421
T38	0.5706685005859424	1	0.9792640419640853	0.2046795310270407
T39	0.9601298703525823	0	0.8970822557979243	-0.17995212197135715
T41	0.5964226165010685	0	1.0032083857560228	0.2564584216850655
T42	0.9025582345366913	0	0.46207463428096934	-1.3169953645711652
T43	-0.41270376816062343	1	0.014897901685265755	-1.6147643459499352
T44	0.6470059560441002	0	1.091181267705634	0.511600152748234
T45	0.7034495106832254	0	0.8722657945725358	-0.16105180228528443
T51	0.4351336925657923	0	0.8753027229983931	-0.16321908271021668
T52	0.8449448312300863	0	0.8698955507815265	-0.1591677239884126
T55	0.8158460299802891	0	0.8704103844617451	-0.15952772310076846
T56	0.5132315458738675	0	1.0033697151807122	0.25661672322906165
T59	0.9906097042729072	1	1.1903105487199686	0.8929523966221661
T61	0.4047621177558341	1	1.1180484765936947	0.5638790071234235
T62	1.7275074406166184	0	0.3394421168801786	-1.2186585574290716
T63	0.8953932505512845	1	1.152458173590409	0.64118023605379
T68	1.2318381175487647	1	1.1320661110136712	0.6918462691930108
T70	0.9705297411512306	1	0.8777276515289967	-0.16493667674809293
T72	1.0410228642199826	0	1.129265218469404	0.5112936714019846
T73	0.6594613771429167	1	1.14057325439668	0.6138446289471061
T74	0.5593452856038473	1	1.1246842375818251	0.5807182392455669
T76	1.0602661895405021	0	1.0834975591482943	0.4323873435761685
T80	0.7100601002359916	1	1.187784996051061	0.8789603468093753
T81	0.14006341467432573	1	-0.06545082453625697	-2.2756786974523626
T84	1.1231298274348542	1	1.2832699053225964	1.3042606647774495
T85	1.3178170432639889	0	0.8811323039300248	-0.16771503963023474
T86	-0.2616545342223457	1	0.015737813057481218	-2.0585369919804712
T87	1.1578576246379808	1	1.1750833456325096	0.8486553138410622
T88	1.1027475999115612	1	1.1750532116263748	0.8552037535476794
T89	0.5454421211888019	1	1.1547385036383704	0.6458806701146579
T90	1.3253552346446704	1	1.1764145972638382	0.8624807579210505
T94	0.5058539379726631	0	1.1629252859431929	0.5903719584378667
T95	0.7607709016444812	1	1.139870701692702	0.6123263948379396
T96	0.37692408720896653	1	1.1582474277506245	0.6546135250607387
T97	0.5510083425793015	1	1.14057325439668	0.6138446289471061
T98	1.4041244517426166	1	1.2114808789169653	1.0036787780749366
T99	0.5274404273027553	1	1.187784996051061	0.8789603468093753
T100	-0.49642055619746916	1	0.015768832180681557	-2.0741816783074674
T102	-0.4028733203049472	1	0.015770679237599956	-2.0750669995037416
T104	-1.0433959266253723	1	-0.9921997078355282	0.1377101642092673
T105	0.4893044421087696	1	0.016040601954720738	-2.2260411313014927
T106	-0.807019434040545	1	0.015818162912113555	-2.0991578389920162
T108	0.6479584585624034	1	1.1181285529361196	0.4913543011447976
T109	0.16486129311142095	1	-0.0631727515897315	-1.973832073934428
T111	0.4955852803015739	1	-0.06405882766287196	-2.083898663490678
T112	-0.8003401885218476	1	-0.9299725112900098	0.0007321885008680545
T113	-0.8813020233741029	1	-0.9336865421009939	0.0007437487630589612
T114	-1.3587777978027247	1	-0.9347882189266326	0.0007468443664603366
T115	0.12773145826650806	1	-0.061006407510439606	-1.6828362976067657
T116	-1.0589469947600023	1	-0.9324614856966147	0.0007397264700589671
T118	-0.9956452749236939	0	-0.9883136091005367	0.13565383156373725
T119	-1.9948521208428232	1	-0.9318326515706022	0.0007377405065796682
