scientificName	cont_trait_0	cat_trait_0
T0	-0.5508608329632229	0
T1	-0.2148875873913736	0
T2	0.8025966965034386	0
T3	0.44605356076055563	0
T4	-0.2511921207743315	0
T5	-0.8196901004107172	0
T6	0.5789406491253033	0
T7	0.5744629052592074	0
T8	1.2013270845080024	0
T9	0.2236350488446338	0
T10	-0.549681863092951	0
T13	0.6071172347602269	0
T14	0.5982746679549876	0
T15	0.7401042233681181	1
T16	1.2832995742417388	0
T17	0.6557014315476143	1
T18	1.3218890432688661	0
T19	0.31345814947644185	0
T20	1.223901133729617	0
T21	0.802723721821267	1
T22	-0.8824095215480092	0
T23	0.2556735546411287	1
T24	0.07409273900019592	0
T25	-0.5293713846743384	0
T26	0.26850685328404383	0
T27	-1.7204603272358368	0
T28	0.4856589039424164	0
T29	0.06603757053287228	1
T30	0.47898577521648916	0
T31	0.5641332452317832	1
T33	0.20445673299756675	1
T34	-0.7879617272534598	1
T35	-0.03046261664776432	1
T36	1.3697979933913549	0
T37	1.77276478035576	0
T38	-0.03046317672320055	1
T40	-0.3460447586359487	1
T41	-0.7643734993934491	1
T42	0.19596536609514767	1
T43	1.0354941934135091	1
T44	0.2772246709978529	1
T45	2.0322751861970034	0
T46	0.21444689681029266	0
T48	-0.8116785962519404	1
T50	-0.19842714571056586	0
T53	-0.007320270045303277	1
T54	0.5096925080908649	0
T55	0.6894489380946002	1
T56	0.3234138010387508	0
T57	-0.4697190131053491	1
T58	0.6972775563050208	1
T59	-0.6835048400154873	1
T60	-0.21160404880037104	1
T61	0.7696157195443855	0
T62	-0.8083445924970717	1
T63	0.7221822972931036	1
T64	0.29980189631685517	1
T65	-0.4691793185693357	1
T66	-0.12275399082760945	1
T67	0.08030254430989893	0
T68	-1.1817664866241575	1
T69	-0.5186586003754426	0
T70	-0.8351923109554944	1
T73	-0.8287987861308529	0
T74	0.0010248633103102118	1
T75	-0.4568174705949698	0
T76	1.5247166999280062	0
T77	0.5486460503064643	0
T78	-1.8086576101469924	1
T79	0.8557247460566172	0
T81	-0.9793162334270797	1
T83	0.11031835804825486	1
T84	0.7487838165775832	0
T86	0.5687909756711647	1
T87	1.3587164781668966	0
T88	-0.5060116726356695	1
T89	0.1037107281830302	1
T91	0.2516120779520009	1
T93	0.9150925254851743	0
T94	-1.5387567596995806	0
T95	-0.9833248025438145	1
T96	0.08823935044352399	1
T98	2.083802374608406	1
T100	0.5105406147388091	0
T101	-0.7315297822814082	1
T102	0.24645917813841162	1
T105	1.084749494376733	1
T106	0.5367279133372577	1
T107	-1.3510715413032754	1
T108	-0.02860066531611405	1
T109	-1.5447974782625904	0
T110	-0.7244634412664455	1
T111	-0.4357032549650215	0
T112	-0.027545653394055052	1
T116	0.34383990779000273	1
T117	0.37154131708528976	1
T118	0.39457751683403464	1
T119	-0.8539454189744906	1
T120	-1.0677034183462846	1
T121	-0.30531978130039167	0
T122	-1.6979862478931387	0
T123	0.8536276564172393	0
T124	-1.4320161150403612	1
T125	-0.33387377351613234	1
T126	-1.0823203612048944	0
T127	0.35900473533684774	1
T128	-1.871791234951434	1
T129	-0.8008739180373153	1
T130	1.6545073503948549	0
T131	-0.7332962294210449	1
T133	-1.0955942379030088	0
T134	1.2223783802182704	0
T136	1.289910414518256	0
T138	-1.3695150632987263	0
T139	-1.6753237333453448	1
T140	0.4114562546933805	0
T142	0.3215480807512073	0
T144	1.4112036694398604	1
T145	-1.86130496522146	1
T146	-0.16577452225063197	0
T147	0.2302781810340044	1
T148	-0.9313120166654457	1
T149	-2.4614047815742452	1
T150	1.0021715957890636	0
T151	0.6100465887406656	0
T152	-0.8738516453695105	1
T153	-2.2823671138273878	1
T154	0.31597607510068276	0
T155	0.08903059049693637	0
T157	0.9073444690635275	1
T158	1.638459017807457	1
T159	0.1408612736650467	0
T161	-0.2295285230552416	0
T162	0.33301881620173146	1
T163	-1.7290206128654457	1
T167	-0.31119760623522086	0
T168	-1.6435884298768844	1
T170	-0.42612271918336037	1
T172	1.9379890168324971	1
T173	-0.0721200654106696	0
T174	-2.6312213867033822	0
T176	-0.8154135632236464	1
T179	-1.9175660682118667	0
T180	-2.2982617511466703	1
T182	-1.1635984435755933	0
T183	0.07925134079032504	0
T186	1.4528850124539228	1
T187	1.250126997268357	1
T189	1.7632110778698988	0
T190	-0.13195975395651785	0
T191	0.022694353907625548	0
T192	1.715250511427645	1
T197	-1.2893888992006903	1
T202	0.03488829163843319	0
T203	1.368150885250374	0
T204	2.0395163237258354	1
T205	-0.015195847927835961	0
T206	0.4916720528989236	0
T208	0.9563532821631208	1
