scientificName	cont_trait_0	cat_trait_0
T1	0.7867456392256327	1
T5	0.5590557574397872	1
T6	-1.0899941948629694	1
T9	-0.9544347023395142	1
T10	0.3581226401428237	1
T11	-0.4053588289925728	1
T12	0.08550691473199792	1
T13	-1.131512496857951	1
T16	1.0116161063007039	1
T17	0.17857499844755192	1
T18	-0.7303360990349906	1
T20	-0.3842913361661036	1
T21	-1.726262562103706	1
T22	-0.6158318143205872	1
T23	-1.0140878190356357	1
T24	-0.025736014103882585	1
T25	-0.5204881001372746	1
T26	-1.4418011264783774	1
T27	0.2375644995874399	1
T28	-1.7181902227341581	1
T30	-1.9929049444844158	1
T31	-2.1616461996663237	1
T33	-0.4613126306045001	0
T36	0.6123499781908691	1
T37	-0.5411888261790403	1
T39	-1.8899742383624762	1
T40	0.45961452488623394	0
T41	-0.8191920127716301	1
T43	-0.005341254052032443	1
T44	1.0478138008109716	0
T46	-1.057415158044749	1
T47	0.7011387969807696	0
T48	0.9982626366106846	1
T50	-0.46964694435232673	0
T51	-1.852203181808254	0
T54	-0.11657856259300746	1
T57	0.838616610472858	1
T60	0.1804983606065314	1
T61	2.471584245587926	1
T62	-0.15044810557496469	0
T63	-0.3573743868290983	0
T64	-1.216794166091442	1
T65	-0.7607389562704642	1
T66	0.06711151488918142	0
T67	0.5337458698546401	1
T68	-0.25621594201069947	1
T69	0.3459156837613423	0
T71	-0.25454518239111973	1
T75	-0.8227100834163172	1
T76	0.49314357790102764	0
T79	-0.38835953412503926	1
T81	-0.8789145124001769	1
T84	-0.5481862514508895	1
T85	0.37572714056227896	0
T87	1.393524135573469	0
T88	-1.342849159359143	1
T91	-1.6640335223619733	0
T92	-0.9156860625191499	1
T93	0.8032722458896191	1
T94	-0.27163906142842614	1
T95	-0.333786377103757	0
T96	-0.11736974883688404	1
T97	-0.22482595076293932	1
T98	-0.8157050859703857	1
T99	2.2140018694299743	0
T101	1.1559947547306193	0
T102	-0.9636171963930061	1
T103	0.7116320830793965	0
T104	-0.4819884463244708	1
T105	0.7920433023623776	0
T107	-1.1109866361792116	1
T108	0.8649934599227228	1
T110	0.30163750876620804	1
T113	1.839882488421347	1
T114	-1.1786808766838004	1
T117	1.7104979022973992	1
T119	-0.7436942027317994	1
T120	0.06621052447517727	1
T122	1.1221670736314202	1
T123	0.7420615198965227	0
T124	-0.29163771795249677	1
T125	0.5247835524479838	0
T126	-0.5681456780281412	1
T127	-1.3521613646681017	1
T128	-0.36788903992417776	1
T129	-0.295746870865097	1
T131	-0.44313552324079236	0
T132	-0.247519516135219	0
T133	0.9072267709365067	1
T134	0.9775485338690691	1
T136	-1.4078905504157952	1
T138	1.817337802630484	1
T139	0.6504550291578158	1
T140	-0.10814118101370013	1
T141	0.08044497872056003	1
T142	0.050812210080894635	1
T143	-1.1168526151723521	1
T145	-0.9841871409453141	1
T146	1.85665048242235	1
T147	-0.35579987402454116	1
T148	0.9839495029550139	1
T149	0.42939550148618555	0
T150	1.221270611678492	1
T151	-0.5438012463954937	0
T152	0.6840672447575218	0
T153	-0.3545192352194048	0
T154	3.206260320978132	0
T155	0.07588633567579368	1
T156	-0.6769838040293995	0
T157	-0.06070333831596437	1
T159	0.11287759650582874	0
T160	0.004685531324587389	0
T161	1.4814453551297433	1
T162	1.2177869383108741	1
T164	1.0141535611715422	0
T165	0.13187634520026262	0
T166	1.599054896150366	0
T167	0.5849628760746196	0
T168	0.1366754402927323	0
T169	0.10476793400818463	1
T170	-0.1025685057841294	1
T171	-0.12002324034029772	1
T172	0.1848058693104276	1
T174	1.767109966810047	1
T175	-0.03572698225123674	0
T177	-0.9659567326176441	1
T179	-1.3961136107933485	1
T180	2.0880109573131556	1
T181	0.17967431400387504	0
T182	1.0202427651560526	0
T183	-0.15085000619186173	1
T184	-0.17516401546357382	1
T185	-1.027245811869539	1
T187	-0.5637683020550164	1
T188	0.3249409847714279	1
T189	-0.19776483681842788	1
T190	1.9460898134585054	1
T191	-1.0391985484251012	1
T192	-0.6758299204197405	0
T193	1.4168095095799906	0
T194	0.6608959683381475	0
T195	0.30544742622761234	0
T196	-1.9632592398938093	1
T198	-0.7465827400418696	0
T200	-2.9448429378897005	1
T201	-0.8757237222420005	0
T202	0.5920744688831637	0
T203	-0.13772570406189466	1
T204	-0.2450567806744458	0
T206	-0.014689736367528367	1
T207	-0.11587132178364472	1
T208	1.077957294135547	1
T210	1.4896837500597575	1
T213	2.114232778280082	1
T215	0.12394206271577023	0
T216	2.2007582375054215	1
T219	1.0318417729002811	0
T220	-0.5595998145388742	0
T222	1.5080873730048465	1
T223	-0.6149894436677296	1
T224	0.9302387761777337	1
T225	0.9724421056794522	0
T226	-0.18061394844413234	1
T227	-0.8591783186868078	1
T228	0.18385345400946232	1
T229	-0.7443264894139718	1
T230	0.9620537879570291	1
T236	1.6951450666038985	1
T238	-0.44016249800401813	1
T239	0.17541517761758726	1
T241	-0.15658086687484854	0
T242	-0.8545052019904225	1
T243	-0.6684005704016189	1
T245	-1.2729970759475968	0
T246	0.31628961749246726	0
T247	-0.11156365687557984	1
T249	0.010260050007517134	0
T250	-1.0895393910041449	0
T255	-0.9188773648240539	1
T256	-0.5219607070630328	1
T259	-0.6749918209788933	1
T262	0.06893641291584976	1
