scientificName	cont_trait_0	cat_trait_0
T0	0.6150939521912046	0
T3	1.0110835522841148	0
T4	0.5493829059060562	0
T5	0.5208512830210347	0
T6	0.8885408222619419	0
T7	0.9836642192656905	1
T8	0.6693262407305753	0
T9	0.3685202952382989	0
T10	0.6880751972769679	1
T11	0.9896348645327497	0
T13	0.7123552808776867	0
T14	0.12681821566685864	0
T15	-0.5399890014385175	1
T16	0.750851410246337	0
T19	-0.1995336942413433	0
T21	-1.1336749207943104	0
T23	0.09423912101711708	1
T24	1.3257577229366329	0
T26	1.1690147660074983	0
T27	-0.14468587781419448	0
T28	0.015307287393321354	0
T29	-0.2007390074099634	0
T30	1.2028104034639666	0
T31	0.17525050960321442	0
T32	1.2490830100958736	0
T33	0.16337523516795793	0
T34	1.8620446804134287	0
T36	-0.8398307623603581	0
T37	-0.5743289005318969	1
T38	-0.8313879753761103	0
T39	-0.16332778879497378	0
T40	-0.032307103787011286	1
T41	0.7676891614038117	0
T43	-0.24155612260066378	0
T44	0.65305501353012	1
T46	-0.48530891377173946	0
T48	-0.597636504315294	1
T49	0.45640031364043215	0
T50	-1.1074768676512794	1
T51	1.253889434696258	0
T52	0.7980324193126876	0
T53	-0.18308095059806412	0
T54	0.04097431052477003	1
T57	1.683808398712227	1
T58	0.8376630066864201	0
T59	-0.4838171645110074	1
T60	1.1126348843231348	0
T61	1.3992104756008392	1
T62	0.770020258733652	0
T63	0.7427873587007722	0
T64	0.1900402569053512	0
T65	0.9589377499130931	0
T66	-0.816388338389881	1
T67	-0.2530756844995603	0
T68	0.9085836545478183	0
T69	-0.5871683755361063	1
T70	-0.017021122577571154	1
T71	-0.7407077592937952	1
T72	-0.23271996921343632	1
T73	-0.17761125833286798	0
T74	1.564038938175306	0
T75	-0.6845884902097871	0
T76	-0.5099693682065578	0
T79	-0.8190121263887181	1
T80	0.31179892302259704	0
T81	-0.26549254634941	1
T82	0.7567166614286756	1
T83	0.13852870883120444	1
T85	-1.2320950932574994	0
T88	-1.2434395483508411	0
T89	-0.3319798938939233	0
T90	1.0487567333280052	0
T91	0.33923577438114494	0
T92	1.2537968740281868	0
T94	0.8118852666579692	0
T95	0.994474875620607	0
T96	0.19700372239685401	1
T97	2.414898754890617	1
T98	1.4184322895805308	0
T99	0.6052913087432008	0
T101	2.278552355236119	0
T102	0.21109896956014904	0
T103	-0.705027396214677	1
T107	-0.8446695616844938	1
T108	0.46714419755061576	1
T109	2.7896977004883707	1
T113	-0.858487998834785	1
T114	-0.4090486074451335	1
T115	0.7692153453979179	0
T117	2.144349000887255	1
T119	1.5496158569688252	0
T120	-0.21145022387049695	1
T122	0.9377631855460438	0
T123	2.26888601885657	1
T124	2.3412969231062073	1
T125	-1.0875765789442415	1
T126	1.2585703726834503	0
T127	1.1604266719818606	0
T128	1.0663001481368912	0
T129	-0.8237213619265098	1
T131	-0.8599025828423058	0
T132	-0.901811982134282	1
T133	0.8612580865953309	0
T136	0.6855658492126115	0
T137	0.8972615998691521	1
T139	-1.3184067456731487	1
T140	-0.9268695640087974	0
T141	-0.6672510037761948	1
T142	-0.649410171150526	1
T143	0.02930271997666918	1
T144	-1.497718944845127	0
T147	-2.4530813921484382	1
T149	0.2021874610680435	0
T150	0.04362419375288975	1
T152	-0.5632305735867621	1
T153	0.061670282953082994	1
T154	-0.7447535569043638	1
T156	-0.5633108686998899	0
T157	-0.37867169315620897	0
T159	-3.072661363015257	1
T160	-1.2074755056329987	1
T161	1.0600137965410157	0
T165	0.3119382535472297	0
T166	-0.9443444224486788	1
T167	0.4315751536228901	0
T168	1.5560492527086518	0
T169	-1.6742978867754381	1
T170	2.4586033482373115	1
T171	0.4019750904330049	0
T174	0.02077644690474585	0
T175	0.720680616824001	1
T176	-1.277982533900046	0
T178	-1.3135688877152907	1
T179	2.5208837463083023	0
T180	-0.6047351055298166	1
T182	-0.8834327999969287	1
T183	-0.12975229990150455	0
T184	-1.5588371190197843	1
T185	-0.6678316829535804	1
T186	-0.36079263250398513	0
T187	0.29830102584836643	0
T188	-0.12836822796626332	0
T190	-0.4786183641276895	1
T192	-1.1530100956987313	0
T193	-1.606034534778505	1
T194	-0.8059001139867702	1
T196	0.17833134928689656	0
T199	0.32638482491973214	0
T200	-1.2595490029711935	0
T204	0.22080212663732143	0
T205	-0.7661995017635906	1
T206	-0.8538019408965473	1
T207	-1.0858754547103142	1
T208	-1.3656529194162348	0
T211	-0.3753257069261722	1
T212	-1.2055318745507828	1
T213	0.9718320926865407	1
T214	0.128030082174571	1
T215	0.002034144557513242	0
T216	-0.019867671466494617	0
T217	-0.4356414580891413	0
T218	-1.2154492082574984	1
T219	-0.06980677927751919	0
T220	0.5209740189356424	0
T221	-0.36622555683303654	1
T223	-0.18621489434468397	0
T226	0.35160707610649744	0
T227	-0.07210339825005052	1
T228	-1.8107690831701608	1
T229	-0.3867692181468078	0
T230	-0.9245540561259843	1
T231	-1.5982834404699724	1
T232	-0.8263721366449551	1
T233	-0.06255291774176508	1
T234	0.48957271336176755	1
T236	-1.6382552348792119	1
T240	0.4581868788650617	1
T241	-1.3699352666738707	1
T242	-0.052117141029856824	0
T243	-0.48313265042789955	1
T245	-0.866080037060417	0
T246	-0.6508815844712622	1
T247	-1.0024223003811976	1
T249	-0.7545433911317513	1
T250	0.1631200424516389	1
T252	1.3713444966304333	0
T253	-0.1273690274115313	0
T254	1.1021379739283284	0
T256	-0.6590798153836971	1
T258	-0.6756854299210526	1
T259	-0.22466975246355173	1
T260	-0.9097917647050238	0
T261	-1.0229168547299035	1
T263	-0.5145402224431305	1
T264	-1.878040708603885	0
T268	-1.461328875609652	0
T273	0.5307237964137977	0
