scientificName	cont_trait_0	cat_trait_0
T0	-0.10532988902481291	0
T1	-0.33073899263172035	0
T2	0.3248737418677501	0
T3	-0.39946531011804876	1
T4	-0.587948092102691	1
T5	0.4036330593152623	0
T7	-0.12463240338757711	0
T8	-0.41331295146400865	0
T10	-0.8590779973035129	0
T11	-0.32009691470338186	1
T13	-0.05447852820567133	1
T14	-0.012749033468696894	0
T15	-0.5663639585919333	0
T16	-0.2144708861316688	1
T17	-0.6938003342006891	0
T18	0.9067004619181025	0
T19	-0.8371519724387243	0
T20	0.27410818706141166	1
T21	0.40349246062876115	0
T22	-0.5166195559231063	0
T23	-0.1563991989029693	1
T24	0.751250480102266	0
T25	0.736424369486158	1
T26	1.0844868591411505	1
T27	-0.030078165685304185	0
T28	1.2820273770397097	1
T29	0.06669054160941965	0
T30	-0.6251695897140945	0
T31	0.306857857500703	1
T32	-0.18167720955717126	0
T33	0.42054808960791923	0
T34	0.8005705912386604	0
T35	-0.8199377453471887	1
T36	-0.34078894995629183	0
T37	0.1981613695563019	1
T38	-0.37546606929255105	1
T39	-0.3059587886701941	1
T40	-0.5729892713278597	1
T41	-0.8503988200502517	1
T42	-1.1695771400560178	0
T43	-0.05442283206126268	0
T44	-2.032875544951115	0
T46	0.4218729472512935	1
T47	0.5831347255144305	0
T48	-0.4277208009684523	0
T50	-0.2988291355294153	0
T52	0.6449639639038658	0
T53	0.9143852011211663	1
T55	0.7386138775034145	1
T56	-0.06357911811547359	1
T57	-0.553434711803678	0
T58	-0.13735676149712195	0
T60	-0.26848398932699175	0
T61	-0.4374490091431818	0
T62	0.830611814001549	0
T63	0.5103755110296931	1
T64	0.6301737308254381	1
T65	-1.3632388420245534	0
T67	-0.9068120091156721	0
T68	0.6864294847277944	1
T69	-0.11462631525023899	0
T71	-2.0428869192088213	0
T74	-0.30066811610985283	0
T75	0.23569212823505567	1
T76	0.8177392371580295	0
T77	0.27578863148028354	0
T78	0.5074094932101856	0
T79	0.8125425607408512	0
T80	0.12042550779690125	0
T81	-1.1288674390085267	0
T82	0.9150309319494513	0
T83	0.8779968059878676	1
T84	-1.195837672001002	0
T85	0.012658201866596743	1
T86	1.1697130121936448	1
T87	1.004954597906361	0
T88	-0.11751104184985976	1
T89	1.0110808465590087	0
T90	1.0642529612072038	0
T91	-1.1203161548088838	0
T92	0.9655488055530587	1
T93	1.7075056813747262	1
T94	2.1285423933642895	1
T95	-0.490239492726204	1
T96	-0.9454683293302556	0
T97	1.4902677792263985	0
T98	-1.9682090239543624	0
T102	0.6723636772567039	1
T103	0.315451224890981	1
T104	0.5863589011173829	1
T105	1.6003236064109883	1
T107	0.19444542092585917	0
T108	0.10564186411002817	1
T109	0.1299322038354703	0
T110	-0.37931017617605056	0
T111	0.6046203766979078	1
T112	1.7422782293521624	1
T113	0.3790774778211554	0
T114	1.2023271254107244	0
T115	-0.18231573491312375	1
T116	-0.18366336347882078	1
T117	1.2670542316490065	0
T118	-0.32303483113881665	0
T119	-0.15203784576471	1
T120	-0.5821942797866864	0
T122	-1.5326995360115336	0
T123	0.8486333785884583	0
T124	1.6254796264833213	0
T125	-0.5491324978084042	0
T126	-0.8637130178157373	0
T127	-2.0747899561991874	0
T128	0.3928715784842661	1
T129	0.7768542343768596	1
T130	-0.23041222054563146	1
T131	1.2324517471122023	0
T132	-0.12050255461943067	1
T133	1.7633507385084033	0
T135	-0.5726755859395114	0
T137	-0.028449471748174394	1
T138	1.9986476009353522	1
T139	-0.19507649240071762	1
T140	-1.7128208662263091	0
T143	0.9510101720284133	0
T144	2.447135823712387	1
T145	0.8369271160791036	1
T146	0.6897631649708166	0
T147	2.0063244599095595	0
T148	0.7393082825846063	1
T149	-0.033670278272972164	0
T150	-0.6874571492669104	1
T151	0.18354038663771785	0
T152	-0.7072836604287411	0
T153	-2.714991992145848	1
T154	0.5530487732023703	1
T155	-0.6412623379728387	0
T158	-0.38064956013539114	0
T159	-0.9042738905748096	0
T160	-0.5498345977439012	0
T161	-0.8475238168991212	1
T162	0.5023248346469601	1
T163	0.736681319193211	0
T165	-0.9083213006526056	0
T166	-2.207056176488941	0
T167	-1.909405066436346	0
T170	1.5052370259562504	0
T171	1.037670105271775	1
T172	1.1500195200682795	1
T173	1.3182282281418256	1
T174	1.1165907325847166	1
T175	1.3932229893832466	1
T176	-0.6364214617651511	0
T180	-0.5152854047231938	0
T181	0.5188956337783761	1
T182	-1.8655286731468297	0
T183	1.7311300264124163	0
T184	0.431668901902123	0
T185	-0.44757295872587705	0
T186	-2.322034446471924	0
T187	0.7581860255197004	0
T188	-1.7894130978617522	0
T191	0.6243744575878739	0
T196	0.786646598386072	1
T197	1.6024080653349255	1
T199	-0.1034719481692059	0
T200	-2.0368532744145402	0
T202	-0.9018989258762573	1
T204	0.062448601149791075	0
T205	0.48396722172813833	1
T210	0.019651156032441268	0
T211	-1.3288275958234848	0
T213	-1.8598996346414134	0
T214	-2.1515747587109844	0
T216	0.4647011379195602	0
T217	-0.8484765089261626	0
T219	0.11467687565032286	1
T220	-2.398153097097855	0
T221	-1.0621574593111636	0
T223	0.9023058026341362	0
T226	-0.5720288045571246	1
T227	-1.2593361503768876	1
T228	-0.42082622419690763	1
T229	-0.8670617398544401	1
T230	0.8510984891470024	0
