feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
baseline,0.3316044251940513,0.2416560544784102,0.41685854878015505,NA,NA,NA
Afrochoerodon_kisumuensis__NMDS1,-0.033178211340078596,-0.21112441866953147,0.14212651831848006,0.47288388019682864,0.05919369680350914,1.254703440457333
Afrochoerodon_kisumuensis__NMDS2,0.09850655713904977,-0.08540736545185465,0.29092016001082666,NA,NA,NA
Afrochoerodon_kisumuensis__Geography,0.18754509753350562,-0.08500287039371271,0.5662995162745044,NA,NA,NA
Afrochoerodon_kisumuensis__Temperature,-0.14104800568228607,-0.32325069165391973,0.011553519666556794,NA,NA,NA
Afrochoerodon_kisumuensis__Humans,-0.12169428780945508,-0.21174821684950765,-0.05740474255627312,NA,NA,NA
Afrochoerodon_kisumuensis__PVR1,0.0942558793428983,-0.08017662635087945,0.28902085720865545,NA,NA,NA
Afrochoerodon_kisumuensis__PVR2,0.034882214364014556,-0.07856320525072104,0.17386196390646094,NA,NA,NA
Afrochoerodon_kisumuensis__time,0.02201021145512918,-0.11529959429811205,0.18992564317140215,NA,NA,NA
Afromastodon_coppensi__NMDS1,0.06280902415930348,-0.26123290850302494,0.39993607472838066,1.62031670837598,0.02995533656106064,3.8864571955563694
Afromastodon_coppensi__NMDS2,0.24647449172874808,-0.07911652137017341,0.715886214363397,NA,NA,NA
Afromastodon_coppensi__Geography,0.5892506845990314,-0.11939548879970668,1.6205154337672776,NA,NA,NA
Afromastodon_coppensi__Temperature,0.1765740952099282,-0.14498681432014626,0.5720993050418084,NA,NA,NA
Afromastodon_coppensi__Humans,-0.18363449554318256,-0.3261238759806192,-0.04825726712070022,NA,NA,NA
Afromastodon_coppensi__PVR1,0.3396510139712874,-0.03989004882355534,0.8625965964485488,NA,NA,NA
Afromastodon_coppensi__PVR2,0.08827939247977429,-0.2003067172354282,0.5054859365811973,NA,NA,NA
Afromastodon_coppensi__time,-0.030691923422961766,-0.22263074285716355,0.2275569434635659,NA,NA,NA
Amebelodon_floridanus__NMDS1,-0.010696562385165951,-0.17688432353583078,0.1955809008847248,0.6083571561048734,0.0924298898988653,1.3708508310526157
Amebelodon_floridanus__NMDS2,0.25071445820818655,-0.13119847347746083,0.6833199554833622,NA,NA,NA
