scientificName	cont_trait_0	cat_trait_0
T0	1.0740367553469532	0
T2	-0.06531724090501412	0
T3	1.3542028635272825	0
T4	0.9664028649752079	0
T5	-0.47822800173366353	0
T6	0.20177528035595554	0
T7	0.1580610547215441	0
T8	-1.2343333682845266	0
T10	-0.47232006784871866	0
T11	0.0005191456092435647	0
T12	-0.021437502526495587	1
T13	0.5715825565024747	1
T14	0.24197868757289723	1
T15	-1.1676651970480056	0
T16	0.13864719963050706	0
T17	0.09665762413285021	1
T18	-0.31175356891015793	0
T19	-0.2468860049763174	0
T20	-1.2717253394333288	0
T21	-0.19398182229300762	1
T24	-0.2547784684400742	0
T25	-1.6796653612023373	0
T26	0.3481640922651322	1
T29	0.21801059612079834	1
T30	0.21615135312386108	1
T33	0.545416263170114	1
T34	0.34514585555179356	0
T35	0.16282935036779628	0
T36	-0.8368446490923828	0
T37	1.5864293113860277	1
T40	-1.007141606856623	1
T41	0.38506394098627106	1
T42	1.4743033012141913	1
T44	0.2868525171142014	1
T47	0.7325161294337793	0
T51	0.8403008240670705	1
T53	-0.08316291218602648	1
T54	0.7151286103485877	0
T56	-0.31638672350410957	1
T57	0.557368093405383	1
T59	0.07341491077341428	1
T60	0.4335524556179758	1
T61	-0.525438227599602	0
T62	0.39219325211715683	1
T63	-1.4280734654047686	0
T64	0.28249582880552715	0
T65	1.9701934409093438	1
T67	1.3941706442782054	0
T68	0.36509233266605173	1
T69	-0.2745316612545874	0
T70	0.04912288068641531	1
T72	-0.5361237380474249	1
T73	0.2840122938794721	0
T74	-0.9297797910705734	0
T76	0.20365211828196064	1
T77	0.7952138022846786	0
T78	2.2137581501212495	1
T79	0.01950120711415384	1
T81	0.7533497896030994	1
T82	0.30407245779803854	0
T83	-0.795595432727719	0
T84	0.8414884049684207	1
T85	-0.8698989598261019	1
T86	-0.2935485765390123	1
T87	0.33715670348094495	1
T88	0.7361442621492302	1
T89	-0.2132521770055686	1
T90	-0.24000512340790367	0
T91	0.6810480253739042	1
T92	0.3423166520445562	1
T94	-0.4412485467953935	1
T95	0.0806111332777772	1
T96	-0.5432595968063367	1
T97	0.5623516928223097	1
T99	-0.02910525363166355	1
T100	-0.20600642288183263	1
T101	-0.5747371154431538	0
T102	-1.0251931356737405	1
T105	-0.31270841972124497	0
T106	0.4212445678969775	0
T107	1.1043776250543549	1
T108	-1.4599321918012202	0
T109	0.4011358728830792	1
T110	0.3883206067098456	0
T111	0.08981635981994822	1
T113	0.4538556756261416	1
T116	1.2159210593399503	0
T120	-0.0721172972683291	1
T122	-0.8441472060667664	1
T123	0.5716076852786317	0
T124	-1.708821136525093	1
T126	1.4808421874334226	1
T128	-1.3450585395598167	1
T130	0.4471433694617425	0
T131	-0.13448988255129501	0
T132	-1.6679536404059676	1
T133	-0.045902204691431525	1
T135	-0.4756721764694222	0
T136	-0.7383268702962457	0
T137	-0.2598382347333054	1
T138	-0.6519268499478333	1
T139	-1.0675242211915033	1
T141	-0.3127838393004185	0
T143	-0.9682734998301176	1
T146	-1.5052868309853809	1
T147	0.7344283162685494	1
T150	-1.2680221809907088	0
T152	0.32858911387992423	0
T157	0.9761679614652826	1
T158	0.5618794730863763	1
T159	0.356146590720047	1
T160	0.6076150090066452	1
T162	-0.7482979269063544	1
T164	-1.4006218756650628	1
T166	-0.4279313196913884	1
T167	1.153399991853252	1
T169	1.1795648953753621	1
T170	1.9791454925998055	1
T171	1.6644103701734645	1
T175	-1.7075205747417266	1
T176	0.8195952591293388	0
T177	-0.034560775038364064	1
T179	0.6546761281498981	1
T180	-0.8867802430580172	1
T181	0.3624398001870807	0
T187	0.6427087397818781	1
T190	-0.6885585338351465	1
T191	-0.002025403816263805	1
T192	0.9561151482121862	1
T193	1.5175045936346714	0
T195	0.6392151548577132	1
T196	-1.0909492480070806	1
T201	-1.6277404660551993	1
T202	1.3253848156615433	1
T207	-1.573979284701256	1
T208	1.4796801657266458	1
T211	1.8402669576604527	0
T212	-2.7868987940037737	1
T214	3.059104664097022	1
T215	-0.784723000013981	1
T216	-0.09359512311110894	0
T217	-3.0586871919802543	1
T218	-0.5011103416277757	1
T219	-2.194707238774706	1
T221	-0.2899934772169241	1
T223	1.0961812278206926	1
T224	-2.008106719483822	1
T225	-0.8047075472977865	1
T227	-2.485193915581299	1
T228	0.3042571922204957	1
T229	-0.7785244576170599	1
T238	0.9877129485069956	1
T239	1.248512010353417	1
