scientificName	cont_trait_0	cat_trait_0	pvr_0	pvr_1
T0	-0.3627547135747732	0	0.2977297380845109	-1.4019603304813617
T1	0.2871687646199904	0	1.4559556937473366	0.481453081768466
T2	-1.185321800517242	0	0.3382755539695565	-1.9238092164857539
T3	-0.8201125186983449	0	0.30006700204879233	-1.4671319727617331
T4	-0.15207569524327186	0	-0.34008860690587916	-0.33881479585090263
T5	-0.25752215448112736	0	0.39745964657012095	-1.434622728578363
T6	0.12786829050274176	0	0.3649975049405542	-2.436906132830929
T7	-1.1962998395024682	0	0.3199925631313261	-1.6763085405973912
T8	-1.5448908905556222	0	-0.20090488886800592	-0.35701023664970544
T10	0.4000112955957303	1	-0.5360394785596091	0.09093510080616665
T13	-0.45709275607172456	0	-0.32251080285238454	-0.29901397886139924
T14	-0.5124799929467567	0	-0.3219000183599495	-0.2982733083040958
T15	-0.33599315302592275	0	-0.20205947019532416	-0.3615832236865961
T16	-0.9318205431613026	0	-0.3586686682322728	-0.3884376056801566
T17	1.2865091213063025	1	-0.5760669194135443	0.04244774259793409
T18	1.1251727717966724	1	-0.5281514791230544	0.03857818954047712
T19	0.18133333092536033	1	-0.7315739859231365	0.5332356236337342
T20	-1.5195501036044574	0	0.3157221456334769	-1.6266527012283185
T21	1.1623776697415404	1	-0.6016695431375402	0.05094326482501447
T22	-1.1167958593004677	0	0.3278702386167686	-1.7921656974236342
T23	0.098249440730603	1	0.35567671072117774	-1.1080031063654892
T24	0.9428331210761308	1	-0.6839145743041891	0.08340368715090683
T25	-0.45843320145776406	0	-0.3383761826743712	-0.3349443780478372
T26	-0.6891539451566088	0	0.3317475787981542	-1.8433420749444265
T28	-0.1413396664234666	1	-0.6566530643887581	0.36379961715435366
T29	1.6549434771984406	1	-0.6052129737353206	0.051598880954025345
T32	1.3748312299584189	1	-0.7563124433815074	0.11121160222845021
T33	0.03421032597220248	1	0.293878029505849	-1.3625602187586747
T34	1.97506756620423	1	-0.5338689240444102	0.039497893182505524
T35	1.4888036030271639	1	-0.6050728862307797	0.05157290996425869
T36	0.15578152785828261	1	-0.6997050121193675	0.08945942508236952
T37	2.1825957387582084	1	-0.5301408422595517	0.03889557050959074
T38	-0.006200655068570072	1	-0.7315649518992157	0.5347882665523507
T39	0.163205603427949	1	-0.7363472656945648	0.5479425516596458
T40	0.537875955074893	0	1.4311408981790867	0.4283834670432278
T42	0.1627536249337499	1	0.3355631942963757	-2.00661295603362
T48	-0.31138595708607075	1	-0.7330783689577843	0.5371938566205516
T50	0.6488468014771573	0	1.8028148674126288	0.9026944320792705
T51	0.8096021949814486	0	0.38198225293587124	-1.3094285752618275
T52	-0.5634717668307061	1	-0.33637271852369155	-0.3305379683797942
T55	0.8566787833578627	0	1.4985564599819865	0.5158539617995783
T56	0.1778570816469313	0	1.4668980938756835	0.48954268548957514
T58	0.6428116868541415	0	-0.3368201207876375	-0.33150944056243753
T59	-0.9416568471243321	0	-0.3328780750134999	-0.3206455590640176
T60	-0.21102977397853398	1	-0.8374738250661866	0.7922463526815373
T61	-0.19341722881472617	0	0.3400556027280656	-1.9470292903498052
T62	0.5725637819357932	0	1.4386107123023204	0.4689829556205768
T63	1.7142975142833135	0	-0.8054540191857719	0.12853798087762777
T64	0.28337038468540754	1	-0.7844305198485987	0.1226301073869799
T65	-1.209364371929702	0	-0.3278204168159046	-0.31048598868869076
T66	-0.67119553251819	1	-0.7329006922118245	0.5353376368555559
T67	1.8807312363538007	1	-0.5363950715184744	0.03990554887161217
T70	-0.9787742658652918	0	-0.3414709463846098	-0.3417323860974232
T71	-0.7869853586404988	1	-0.882728549479464	0.9028206526465019
T74	0.6035758493656821	0	0.38747335197693433	-1.352168422339803
T76	-0.38756951114516774	0	0.38865603071109067	-1.3632934080189336
T79	-0.9711037614719491	1	-0.9558064125476756	1.0858648653593477
T80	1.1664553460810319	1	-0.7846310504284142	0.12269812642633751
T86	-1.7498926598721345	0	0.3179369835586449	-1.6529296384995678
T87	0.6298977244902605	1	-0.8803484658296127	0.1623206697098618
T89	-0.3866742252743777	1	-0.904841086226062	0.9554322900860227
T90	0.7530225560626559	0	-0.8788085541716405	0.1615973333448638
T93	1.030452518952157	0	1.5575280693450957	0.5620301802928219
T94	-0.40834334851723675	1	-0.9248485155803806	1.0035340299254762
T96	0.914422111101726	0	0.39489038075965693	-1.4095781794237674
T97	0.6434294999483124	1	-0.8808810991893141	0.16254946269741613
T98	0.110840648317143	1	-0.8934668256606634	0.16769518792022195
T99	-0.7415442805205986	1	-0.9104186396792682	0.9683378070534022
T100	-1.4703214782371243	0	-0.3422445817450641	-0.34341623641079055
T101	0.7878790589485628	0	0.36397458527777155	-2.4222231999199253
T102	-1.1082368828749747	1	-0.9675320699919786	1.1165874068075712
T103	-0.026068050044903365	1	1.9202217173794616	1.0446956242639633
T104	0.40179888112982215	1	-0.9005665265031351	0.17089573448852013
T105	-0.17173767780252222	1	-0.8904192973614357	0.16644033159817995
T106	0.5513983813281741	0	-0.8985345203586614	0.16977914480912978
T107	-0.32319515736021726	1	-0.9352514472732413	1.0285004216308478
T108	-1.1305308732424968	0	-0.3295286859398499	-0.31363984040612863
T109	0.4723534828590318	1	1.8422183806100223	0.9492259363087914
T110	-0.8588143615614444	0	0.3430981309206737	-1.9853073314279162
T111	0.9129009167439988	1	-0.9098406713386294	0.1747817851775289
T112	-0.025845712038288324	1	-0.8974493554794919	0.16933418763530303
T115	0.755976374653016	0	-0.34348073172851473	-0.3462341904630261
T116	-0.8306787482270621	0	-0.3581486537686794	-0.3871970132456936
T117	-0.43902089624162594	1	-0.934625384180546	1.0269738526691794
T118	-0.7522057914184767	1	1.8613238578772817	0.9721322325586281
T119	1.8597826981426397	0	-0.8210734249588121	0.1340699166222094
T120	-0.9847331489215865	1	-0.9065125273812505	0.17337510282436505
T121	-0.1446331475406967	1	1.8440482953619768	0.9512831237504711
T123	-0.5897673035644124	0	-0.35966195199428996	-0.39079225605416607
T124	0.024147067752211905	1	-0.8981327825787947	0.16961546965370078
T125	-0.32969656804532715	1	-0.9110780406395429	0.1753015213524316
T126	-0.2726857902315555	0	-0.9034226709425002	0.17180711180933064
T128	-1.1840908583164873	1	-0.9124136918802106	0.9729523590525943
T129	2.953372358318494	0	-0.8206560054439428	0.13391937414273292
T131	-1.159741549157257	0	-0.36185000456312144	-0.3959894352553628
T134	0.23201715199028813	1	-0.9413610118741516	1.0431951598485822
T135	-0.6858201447518274	0	-0.9429025972388132	1.0469464950119036
T136	-0.0974786469514313	1	-0.9025644526746422	0.17172111199374054
T137	0.5823194054691874	0	1.5590249595777383	0.5632209374311119
T138	-1.2988199036802686	1	-0.9629088918019814	1.103594275387632
T139	-0.32510019855268146	1	1.844803443436928	0.9521291933398865
T141	1.430155843101027	0	0.36689064860783216	-2.4650161980758085
T143	-0.8164811975828375	1	1.8786677387385922	0.9920023720484815
T144	-0.39412763165828396	0	-0.3623510747657974	-0.3971860549815102
T145	-1.6273888485667043	1	-0.9720080481620282	1.127910522825081
T147	-0.005955407467026419	1	-0.9435863463444302	1.048582629760219
T151	-1.264811238378956	1	-0.9838084023343173	1.1581594986716104
T152	1.5101588948138236	0	0.3934230515995782	-1.3981749257132998
T153	-1.0555967036246665	0	1.4359106031505595	0.4315060473255771
T155	0.09027761305480737	1	1.9661727900114054	1.1006996596053593
T157	-0.02261793462752845	1	1.9359784493626118	1.063608167346504
T158	-1.6382362049956238	1	-0.9429025972388132	1.0469464950119034
T160	-1.7888784233651427	0	0.3382755539695568	-1.9238092164857545
T162	-0.7643571049983802	1	1.8786677387385922	0.9920023720484821
T163	-0.22764619420331286	0	0.40062048485558344	-1.4596023414791135
T166	1.1614071613939605	1	1.9634723762591035	1.0972660755869568
T167	-1.765302288085778	1	-0.9811445192694949	1.151356272836368
T168	-1.5889402979552758	1	-0.9655967211054753	1.1103067927278334
T169	-1.4597613380436463	1	-0.987137176557233	1.1667208006640768
T175	-0.8363575658788249	0	1.4315415496608435	0.4286569854314758
T176	1.3252627146864595	0	1.5575280693450957	0.5620301802928219
T177	-0.8269165161979658	1	-0.9673355406585855	1.114653297122175
T180	0.12450702185537314	1	1.9669880040289542	1.1016979277807513
T182	2.3941784515021296	1	-0.8206560054439428	0.1339193741427328
T183	-1.261027687394193	0	0.4006204848555836	-1.4596023414791135
T189	-0.3762630403393325	1	1.979820298256062	1.1174105183221836
T190	0.9580464669907397	0	1.5590249595777383	0.5632209374311121
