scientificName	cont_trait_0	cat_trait_0	pvr_0	pvr_1
T0	-1.3492113946609112	0	-1.055575128660987	-1.3203139315430286
T1	0.8630364409558595	0	-1.0067561177340467	-1.2057000399264526
T3	-0.028183284631042714	0	-0.9945272663485892	-1.1777284792418878
T5	-0.36969064431188	0	-1.024960915051733	-1.2481745768613046
T6	0.2846671508750725	0	-0.9795369847453907	-1.1431124167088098
T8	0.7638954250622588	0	-0.9608461909067882	-1.100138367584414
T9	0.6512404137148318	1	-1.2061520701518047	-1.9010359897002191
T10	-0.31145564967306977	0	-0.991638266761115	-1.1700577072513816
T11	0.5925125338921347	0	-0.6963701538944805	-0.3564987767192705
T13	-0.515948255542132	1	-1.0250755900088069	-1.245535152806733
T14	-0.810088827235585	1	-1.0432935970920156	-1.3501513877995182
T15	0.609809222117198	0	-1.0650561547161996	-1.3426233640262757
T16	-1.3798072851210363	0	-1.071159835302338	-1.3570366176652064
T17	-1.0309281553073777	0	-1.0137625093913327	-1.219729905616621
T18	0.31858128002310554	0	-0.0721142397014312	0.2917370442533315
T19	0.15272346194546593	0	-0.6960418739338893	-0.3561872380905204
T20	1.9737953267311166	0	-1.0735900613598592	-1.36279421394678
T21	0.29137746554037985	0	-0.6610659712521608	-0.2401912095808503
T22	1.144395124661	1	-1.0560610333672282	-1.3812120907341054
T24	1.3078630643223867	0	-0.6973371014666483	-0.3574209706999682
T27	1.8118294075637449	0	-0.5348545828820671	0.0601833953653895
T30	-0.558340970805986	1	-1.2283019586584567	-1.970487022077604
T31	-0.8660614779588341	0	-0.5431404850934543	0.3148170359668077
T33	1.1871945318867902	0	-1.255469422089694	-2.0707730178120416
T34	2.2143159810262905	1	-1.058218788850543	-1.3864659283622405
T35	1.654984120946359	0	-0.4896214237656822	0.6559797446956287
T36	1.2300201429296755	0	-0.4289620019208072	0.3977630930687276
T39	-0.0034733614948387315	1	-0.6651527876677055	-0.2429664023941491
T40	-1.3056151209730316	0	-0.3451039810091965	0.3380880386676257
T41	-2.346325216641131	1	-0.496083727936358	0.2623557850878579
T42	-0.31951762825830593	0	-0.5006535991487963	0.5892565490834689
T43	-0.3794258330751573	1	-0.6660426082837694	-0.2435724136336987
